_id,Firts Name,Last Name,Center,test_date,userscore,physics,chemistry,maths,resultstatus,pp_totalmarks
161,Francie,Frase,Manhattan,2024-06-23,,,,,Absent,80
162,Mariana,Vavra,Brooklyn,2024-07-07,96,37,21,38,Present,300
163,Nakita,Primer,Brooklyn,2024-05-26,142,40,24,,Present,360
164,Aletha,Hardesty,Brooklyn,2024-07-14,156,19,27,,Present,360
165,Dwain,Sargeant,Manhattan,2024-08-11,,,,,Absent,720
166,Thea,Hubbs,Manhattan,2024-08-11,,,,,Absent,720
167,Caleb,Peters,Brooklyn,2024-08-04,,,,,Absent,198
168,Sparkle,Kaestner,Manhattan,2024-08-25,,,,,Absent,
169,Narcisa,Hsieh,Brooklyn,2024-07-07,,,,,Absent,300
170,Sherwood,Vanalstyne,Manhattan,2024-06-02,,,,,Absent,720
171,Jeanice,Joy,Brooklyn,2024-07-14,,,,,Absent,720
172,Bert,Riter,Queens,2024-07-21,61,,,,Present,75
173,Dorotha,Aldinger,Brooklyn,2024-07-14,53,11,10,21,Present,75
174,Anisha,Thomson,Brooklyn,2024-07-14,155,20,20,,Present,720
175,Rufus,Amerine,Manhattan,2024-06-16,182,47,59,76,Present,300
176,Roslyn,Alaimo,Brooklyn,2024-07-14,152,-4,-3,,Present,720
177,Noelle,Raybon,Manhattan,2024-08-24,,,,,Absent,720
178,Shanae,Hanger,Brooklyn,2024-06-16,,,,,Absent,300
179,William,Hopf,Brooklyn,2024-07-07,,,,,Absent,300
180,Adolfo,Bella,Staten Island,2024-07-14,,,,,Absent,720
181,Xenia,Schubert,Brooklyn,2024-07-14,,,,,Absent,720
182,Brenton,Tokarski,Bronx,2024-05-26,,,,,Absent,360
183,Hal,Bender,Brooklyn,2024-06-16,204,70,39,95,Present,300
184,Geraldine,Border,Manhattan,2024-06-02,,,,,Absent,720
185,Setsuko,Pardo,Manhattan,2024-06-23,493,111,83,,Present,720
186,Meghan,Sydnor,Brooklyn,2024-06-30,48,,,,Present,80
187,Lavern,Gard,Manhattan,2024-06-09,,,,,Absent,75
188,Cyrus,Beckham,Manhattan,2024-07-14,607,121,160,,Present,720
189,Leeanne,Fortunato,Manhattan,2024-06-23,375,50,59,,Present,720
190,Nilda,Deyoung,Manhattan,2024-05-26,,,,,Absent,360
191,Marylee,Greenburg,Brooklyn,2024-06-02,617,134,136,,Present,720
192,Gay,Aubert,Queens,2024-06-02,476,109,79,,Present,720
193,Janel,Carley,Manhattan,2024-05-19,230,85,69,76,Present,300
194,Damaris,Nestle,Brooklyn,2024-07-21,,,,,Absent,300
195,Jeanine,Hoerr,Brooklyn,2024-05-19,,,,,Absent,300
196,Wiley,Scotto,Brooklyn,2024-07-14,,,,,Absent,180
197,Dian,Cobian,Brooklyn,2024-07-21,,,,,Absent,300
198,Brendan,Zilnicki,Manhattan,2024-07-21,,,,,Absent,300
199,Mana,Seegmiller,Brooklyn,2024-07-21,,,,,Absent,720
200,Flavia,Nitta,Manhattan,2024-06-02,,,,,Absent,720
201,Humberto,Ware,Manhattan,2024-07-07,126,19,42,65,Present,300
202,Ned,Permenter,Manhattan,2024-06-30,,,,,Absent,300
203,Albertina,Junkin,Brooklyn,2024-08-24,219,12,21,,Present,720
204,Rosia,Duron,Manhattan,2024-06-30,245,96,63,86,Present,300
205,Kena,Stallings,Manhattan,2024-07-07,160,66,63,31,Present,300
206,Lolita,Pringle,Manhattan,2024-07-14,496,118,28,,Present,720
207,Kristen,Gilley,Queens,2024-07-07,,,,,Absent,300
208,Genaro,Koga,Manhattan,2024-07-14,,,,,Absent,720
209,Suzanna,Putman,Brooklyn,2024-05-19,227,78,76,73,Present,300
210,Candy,Konieczny,Queens,2024-05-19,131,51,21,59,Absent,300
211,Ozella,Conner,Queens,2024-05-19,83,34,10,39,Absent,300
212,Leonel,Hock,Queens,2024-06-02,,,,,Absent,720
213,Vannesa,Millard,Brooklyn,2024-05-19,0,0,0,0,Present,300
214,Melonie,Villacorta,Manhattan,2024-06-02,,,,,Absent,720
215,Dorine,Zeitler,Manhattan,2024-07-21,33,12,4,17,Absent,300
216,Bridget,Conyers,Brooklyn,2024-07-07,,,,,Absent,720
217,Jacklyn,Dyment,Manhattan,2024-07-14,,,,,Absent,180
218,Felicita,Maclachlan,Bronx,2024-07-07,204,18,60,,Present,720
219,Herbert,Gamache,Manhattan,2024-07-14,21,10,7,4,Present,180
220,Antonietta,Llewellyn,Brooklyn,2024-06-16,215,74,56,85,Present,300
221,Pennie,Alling,Brooklyn,2024-06-16,222,85,52,85,Present,300
222,Laree,Kay,Manhattan,2024-07-14,,,,,Absent,180
223,Antonio,Navarette,Manhattan,2024-07-07,,,,,Absent,300
224,Steve,Mainor,Brooklyn,2024-06-23,,,,,Absent,720
225,Gertrud,Sather,Brooklyn,2024-05-26,146,27,27,,Present,360
226,Nan,Beverley,Manhattan,2024-06-16,86,30,35,21,Present,300
227,Walter,Belford,Brooklyn,2024-07-07,,,,,Absent,300
228,Colby,Hobart,Manhattan,2024-07-07,56,28,28,0,Present,300
229,Patrick,Nocera,Queens,2024-08-24,416,38,91,,Present,720
230,Hilary,Modeste,Brooklyn,2024-08-07,,,,,Absent,180
231,Elke,Licht,Manhattan,2024-08-11,55,43,5,7,Present,300
232,Faustina,Dunson,Manhattan,2024-06-23,505,131,90,,Present,720
233,Tara,Clingman,Manhattan,2024-08-24,461,142,119,,Present,720
234,Elva,Hochmuth,Manhattan,2024-09-01,,,,,Absent,
235,Opal,Groover,Manhattan,2024-08-24,,,,,Absent,720
236,Maryln,Ferris,Manhattan,2024-08-11,,,,,Absent,720
237,Katrina,Almon,Brooklyn,2024-06-23,498,113,90,,Present,720
238,Stephane,Labelle,Manhattan,2024-07-14,343,60,35,,Present,720
239,Christene,Gloria,Manhattan,2024-07-21,,,,,Absent,720
240,Araceli,Majewski,Queens,2024-07-21,621,150,156,,Present,720
241,Marilou,Funderburg,Brooklyn,2024-07-21,161,34,58,69,Absent,300
242,America,Tocci,Manhattan,2024-07-21,125,22,71,32,Present,300
243,Erich,Ragin,Manhattan,2024-07-21,88,20,30,38,Present,300
244,Neoma,Pellegrino,Manhattan,2024-06-02,,,,,Absent,720
245,Sid,Lamore,Manhattan,2024-07-14,285,45,105,,Present,720
246,Stella,Morman,Manhattan,2024-07-14,242,53,77,,Present,720
247,Ha,Durrah,Manhattan,2024-07-14,372,65,41,,Present,720
248,Chantel,Absher,Manhattan,2024-07-21,258,35,37,,Present,720
249,Torri,Wert,Manhattan,2024-07-21,28,7,13,8,Present,300
250,Michelina,Holscher,Manhattan,2024-07-14,,,,,Absent,300
251,Verlene,Arviso,Manhattan,2024-07-14,-2,1,-6,3,Present,180
252,Lois,Tew,Manhattan,2024-07-14,,,,,Absent,180
253,Miguelina,Hoyte,Manhattan,2024-07-14,,,,,Absent,180
254,Evelina,Willaert,Manhattan,2024-07-14,20,3,15,2,Present,180
255,Ranae,Topp,Manhattan,2024-08-11,159,48,8,,Present,720
256,Carolann,Veasley,Manhattan,2024-07-28,,,,,Absent,300
257,Jeannette,Gravelle,Brooklyn,2024-07-28,128,35,14,,Present,720
258,Lenita,Slevin,Manhattan,2024-07-28,,,,,Absent,720
259,Valentina,Quinby,Brooklyn,2024-06-16,192,78,39,75,Present,300
260,Latoyia,Bushway,Staten Island,2024-08-24,645,140,165,,Present,720
261,Keitha,Wold,Staten Island,2024-08-04,33,24,6,3,Present,300
262,Flora,Plascencia,Staten Island,2024-08-24,19,4,4,7,Present,75
263,Azucena,Herder,Manhattan,2024-07-14,45,13,0,32,Present,180
264,Kathi,Lilienthal,Manhattan,2024-08-07,46,28,15,3,Present,180
265,Andrea,Saine,Brooklyn,2024-08-11,,,,,Absent,720
266,Shawna,Riviera,Brooklyn,2024-07-14,,,,,Absent,180
267,Nolan,Harwell,Staten Island,2024-07-14,23,9,14,0,Present,180
268,Jennell,Leverich,Queens,2024-05-26,,,,,Absent,360
269,Birgit,Puente,Brooklyn,2024-06-23,,,,,Absent,720
270,Gerry,Medal,Brooklyn,2024-06-23,,,,,Absent,75
271,Palma,Sample,Bronx,2024-07-14,326,90,55,,Present,720
272,Annalisa,Rotolo,Bronx,2024-06-23,66,13,12,26,Present,75
273,Eilene,Jolly,Brooklyn,2024-07-07,,,,,Absent,300
274,Kathey,Keep,Manhattan,2024-08-11,,,,,Absent,720
275,Fanny,Dutra,Brooklyn,2024-08-11,,,,,Absent,720
276,Leanne,Proto,Manhattan,2024-06-02,,,,,Absent,720
277,Traci,Heier,Brooklyn,2024-06-02,295,59,12,,Present,720
278,Jennette,Everett,Manhattan,2024-08-24,102,24,13,,Present,720
279,Levi,Sharpton,Brooklyn,2024-06-02,,,,,Absent,720
280,Jackson,Sills,Brooklyn,2024-06-16,173,61,57,55,Present,300
281,Fabiola,Virden,Brooklyn,2024-06-02,,,,,Absent,720
282,Wan,Zajac,Brooklyn,2024-06-16,,,,,Absent,75
283,Franklin,Kruger,Manhattan,2024-06-09,,,,,Absent,75
284,Delcie,Graffam,Manhattan,2024-07-21,,,,,Absent,720
285,Yolonda,Jorgenson,Manhattan,2024-07-28,41,4,5,17,Present,75
286,Kraig,Grove,Brooklyn,2024-07-28,179,1,38,,Present,720
287,Joanna,Westman,Brooklyn,2024-08-11,,,,,Absent,300
288,Luetta,Wyse,Manhattan,2024-07-28,56.5,5,15,6.5,Present,100
289,Nana,Neilsen,Brooklyn,2024-06-02,,,,,Absent,720
290,Elidia,Gillett,Brooklyn,2024-07-21,108,39,18,51,Absent,300
291,Lien,Brigmond,Manhattan,2024-06-02,,,,,Absent,720
292,Meaghan,Majeed,Brooklyn,2024-07-21,15,15,0,0,Absent,300
293,Dominica,Lanterman,Brooklyn,2024-07-21,88,36,22,30,Absent,300
294,Cami,Ryals,Brooklyn,2024-07-28,,,,,Absent,75
295,Caroline,Fleischer,Manhattan,2024-07-21,,,,,Absent,720
296,Joyce,Pleasant,Manhattan,2024-05-26,255,74,58,,Present,360
297,Kyung,Hearne,Brooklyn,2024-06-30,59,,,,Present,80
298,Ranee,Boomhower,Manhattan,2024-06-02,,,,,Absent,720
299,Jong,Steele,Brooklyn,2024-06-02,208,31,9,,Present,720
300,Benton,Duty,Brooklyn,2024-06-02,,,,,Absent,720
301,Margrett,Hanks,Manhattan,2024-06-30,,,,,Absent,80
302,Sherwood,Lingenfelter,Brooklyn,2024-06-30,199,76,46,77,Present,300
303,Livia,Starr,Manhattan,2024-07-14,,,,,Absent,80
304,Edna,Holt,Manhattan,2024-07-07,95,25,39,31,Present,300
305,Denise,Balser,Manhattan,2024-06-02,,,,,Absent,720
306,Rolf,Galley,Brooklyn,2024-07-14,,,,,Absent,720
307,Enedina,Mika,Manhattan,2024-07-21,47,,,,Present,75
308,Brandon,Authement,Brooklyn,2024-07-21,,,,,Absent,720
309,Afton,Dees,Brooklyn,2024-07-21,,,,,Absent,300
310,Cecile,Kealey,Manhattan,2024-07-21,53,6,17,30,Absent,300
311,Dusty,Bickel,Manhattan,2024-06-02,,,,,Absent,720
312,Nichelle,Wasko,Brooklyn,2024-07-21,,,,,Absent,720
313,Leeanna,Gregson,Manhattan,2024-07-21,,,,,Absent,300
314,Perry,Daigneault,Manhattan,2024-07-21,,,,,Absent,720
315,Solange,Borror,Manhattan,2024-08-11,,,,,Absent,720
316,Jamey,Kirwin,Manhattan,2024-08-04,,,,,Absent,198
317,Jani,Foulds,Manhattan,2024-08-04,41,6,16,19,Present,144
318,Ted,Hartig,Manhattan,2024-07-28,,,,,Absent,720
319,Grace,Fitch,Brooklyn,2024-10-06,,,,,Absent,
320,Idalia,Peluso,Bronx,2024-08-11,59,21,25,13,Present,300
321,Gerri,Rotter,Manhattan,2024-06-23,286,0,0,,Present,720
322,Mervin,Woolum,Brooklyn,2024-07-07,114,39,33,42,Present,300
323,Nobuko,Bialek,Brooklyn,2024-07-14,86,4,12,,Present,360
324,Kizzy,Mancil,Brooklyn,2024-07-07,89,49,30,10,Present,300
325,Nelda,Lucian,Manhattan,2024-06-23,535,145,60,,Present,720
326,Odessa,Marshburn,Manhattan,2024-06-23,418,56,37,,Present,720
327,Armida,Johanson,Queens,2024-08-04,,,,,Absent,75
328,Yang,Lubinski,Brooklyn,2024-08-11,118,40,29,49,Present,300
329,Luciana,Breneman,Brooklyn,2024-07-21,261,11,9,,Present,720
330,Joaquin,Southworth,Manhattan,2024-07-28,412,60,97,,Present,720
331,Madalyn,Pettiford,Brooklyn,2024-07-28,520,123,142,,Present,720
332,Annika,Seamon,Brooklyn,2024-05-19,95,42,34,19,Present,300
333,Deanna,Cleek,Manhattan,2024-06-16,36,28,-15,23,Present,300
334,Lynn,Clifton,Brooklyn,2024-07-14,,,,,Absent,180
335,Horacio,Gilford,Brooklyn,2024-06-09,,,,,Absent,75
336,Silvana,Gosier,Brooklyn,2024-06-16,,,,,Absent,300
337,Casimira,Bakker,Manhattan,2024-06-09,60,11,12,23,Present,75
338,Milagros,Hixson,Brooklyn,2024-07-14,,,,,Absent,180
339,Vaughn,Revilla,Brooklyn,2024-07-07,134,24,36,74,Present,300
340,Cornelia,Holly,Brooklyn,2024-06-23,,,,,Absent,720
341,Maryanna,Klemme,Brooklyn,2024-08-24,,,,,Absent,720
342,Ines,Breeden,Brooklyn,2024-08-24,,,,,Absent,180
343,Bill,Kuhlmann,Brooklyn,2024-06-02,,,,,Absent,720
344,Ilda,Bethel,Manhattan,2024-08-24,404,71,39,,Present,720
345,Norene,Boudreau,Brooklyn,2024-05-19,,,,,Absent,360
346,Sheron,Lefever,Brooklyn,2024-07-28,62.5,13,3,17.5,Present,100
347,Stefany,Pietrzak,Brooklyn,2024-08-11,,,,,Absent,720
348,Cathleen,Brawn,Brooklyn,2024-08-24,224,2,33,,Present,720
349,Loriann,Wedeking,Manhattan,2024-07-28,126,53,17,56,Present,300
350,Jonathon,Red,Brooklyn,2024-06-16,59,,,,Present,75
351,Genie,Muma,Brooklyn,2024-06-02,,,,,Absent,720
352,Arletha,Badalamenti,Manhattan,2024-07-28,438,126,75,,Present,720
353,Elza,Buser,Manhattan,2024-07-14,5,0,-1,6,Absent,180
354,Alaina,Lykes,Brooklyn,2024-06-16,128,55,22,51,Present,300
355,Pamula,Dalzell,Manhattan,2024-06-23,,,,,Absent,300
356,Maricela,Jhonson,Brooklyn,2024-06-30,349,63,50,,Present,720
357,Audry,Mcgarr,Brooklyn,2024-07-14,75,19,24,32,Present,180
358,Kyla,Bingaman,Brooklyn,2024-07-21,67,22,25,20,Present,300
359,Shyla,Tubman,Queens,2024-07-21,248,43,12,,Present,720
360,Scottie,Felton,Brooklyn,2024-07-21,117,33,55,29,Absent,300
361,Terrance,Joy,Brooklyn,2024-07-21,132,43,48,41,Present,300
362,Yee,Trieu,Brooklyn,2024-06-30,134,76,4,54,Present,300
363,Houston,Oller,Brooklyn,2024-05-19,182,17,32,,Present,360
364,Ladawn,Ates,Brooklyn,2024-08-24,443,93,98,,Present,720
365,Marylouise,Dorn,Brooklyn,2024-06-16,12,4,4,4,Present,300
366,Rex,Merriam,Manhattan,2024-08-24,608,142,156,,Present,720
367,Rosetta,Heidenreich,Manhattan,2024-08-04,39,7,6,26,Present,300
368,Billye,Serafin,Manhattan,2024-06-02,,,,,Absent,720
369,Brittaney,Hermes,Brooklyn,2024-06-02,,,,,Absent,720
370,Nannie,Colligan,Manhattan,2024-07-14,86,16,19,,Present,360
371,Emmy,Gallaway,Queens,2024-08-25,,,,,Absent,300
372,Giselle,Lou,Brooklyn,2024-06-02,,,,,Absent,720
373,Pam,Melendez,Brooklyn,2024-07-28,45,12.5,0,10,Present,100
374,Julius,Blazek,Manhattan,2024-05-19,121,39,58,24,Present,300
375,Krystina,Lucca,Brooklyn,2024-05-19,239,78,66,95,Present,300
376,Raisa,Musgrove,Brooklyn,2024-06-16,,,,,Absent,300
377,Carmelo,Wain,Manhattan,2024-06-16,,,,,Absent,300
378,Kera,Gilkison,Queens,2024-06-16,,,,,Absent,300
379,Xavier,Trotta,Brooklyn,2024-07-07,,,,,Absent,300
380,Florance,Lawhon,Manhattan,2024-07-07,,,,,Absent,300
381,Albertha,Digennaro,Brooklyn,2024-08-24,,,,,Absent,75
382,Andra,Bevel,Brooklyn,2024-08-11,,,,,Absent,720
383,Winford,Hamlin,Manhattan,2024-05-19,,,,,Absent,300
384,Bonny,Horney,Manhattan,2024-05-19,,,,,Absent,300
385,Codi,Garrels,Brooklyn,2024-05-19,,,,,Absent,720
386,Kristeen,Warman,Manhattan,2024-05-19,102,34,21,47,Present,300
387,Trinidad,Graziano,Manhattan,2024-05-19,255,91,81,83,Present,300
388,Viva,Roda,Brooklyn,2024-07-14,,,,,Absent,75
389,Manual,Vales,Brooklyn,2024-08-11,312,25,41,,Present,720
390,Brendon,Puente,Manhattan,2024-08-11,451,53,68,,Present,720
391,Nathalie,Devita,Brooklyn,2024-07-28,402,74,31,,Present,720
392,Zelda,Ogren,Manhattan,2024-07-28,,,,,Absent,720
393,Sadie,Hazelton,Manhattan,2024-07-21,436,81,98,,Present,720
394,Vinnie,Bains,Manhattan,2024-07-21,61,,,,Present,75
395,Frederick,Rankins,Manhattan,2024-06-30,,,,,Absent,300
396,Trish,Vickers,Queens,2024-07-07,409,57,42,,Present,720
397,Masako,Allman,Brooklyn,2024-07-14,,,,,Absent,180
398,Ferne,Villalpando,Brooklyn,2024-07-14,,,,,Absent,180
399,Elna,Kowal,Brooklyn,2024-08-25,,,,,Absent,
400,Aaron,Castello,Manhattan,2024-06-23,124,16,1,,Present,720
401,Gerard,Barrientos,Manhattan,2024-06-23,,,,,Absent,720
402,Wes,Imel,Brooklyn,2024-06-23,22,5,4,7,Present,75
403,Stella,Sears,Brooklyn,2024-07-07,4,3,-14,15,Present,300
404,Josette,Vavra,Brooklyn,2024-06-02,,,,,Absent,720
405,Guadalupe,Linen,Manhattan,2024-07-28,69,21,20,,Present,720
406,Jeremiah,Damiani,Manhattan,2024-08-11,,,,,Absent,720
407,Roxy,Lauber,Brooklyn,2024-08-11,510,90,120,,Present,720
408,Federico,Biros,Brooklyn,2024-07-28,127,0,16,,Present,720
409,Sol,Dantonio,Manhattan,2024-07-28,16,7,11,-2,Present,180
410,Lucas,Anchondo,Manhattan,2024-06-02,,,,,Absent,720
411,Ok,Then,Brooklyn,2024-07-14,,,,,Absent,720
412,Mei,Vaz,Manhattan,2024-07-14,,,,,Absent,75
413,Janelle,Haddox,Brooklyn,2024-07-14,34,8,18,8,Present,180
414,Donald,Trollinger,Queens,2024-07-07,185,35,25,,Present,720
415,Shakira,Moreles,Manhattan,2024-07-21,,,,,Absent,300
416,Crista,Cuccia,Brooklyn,2024-07-21,25,10,13,2,Absent,300
417,Phung,Dinh,Manhattan,2024-07-28,46,8,10,14,Present,75
418,Paul,Lockett,Brooklyn,2024-07-28,,,,,Absent,720
419,Merlyn,Hults,Brooklyn,2024-07-21,,,,,Absent,720
420,Kym,Rotter,Brooklyn,2024-06-02,,,,,Absent,720
421,Jocelyn,Akey,Manhattan,2024-08-11,354,43,78,,Present,720
422,Yukiko,Furtado,Brooklyn,2024-06-16,,,,,Absent,300
423,Sonny,Wilner,Brooklyn,2024-07-14,,,,,Absent,360
424,Verna,Beller,Brooklyn,2024-07-14,28,1,21,,Present,360
425,Hai,Lippert,Brooklyn,2024-07-07,68,11,22,35,Present,300
426,Deeann,Burdette,Brooklyn,2024-06-23,,,,,Absent,720
427,Londa,Gamache,Manhattan,2024-06-23,331,3,17,,Present,720
428,Shaina,Sentell,Brooklyn,2024-07-21,,,,,Absent,300
429,Dominick,Dolson,Brooklyn,2024-07-14,,,,,Absent,180
430,Len,Bufford,Manhattan,2024-07-14,,,,,Absent,180
431,Luvenia,Mattis,Manhattan,2024-07-07,255,6,47,,Present,720
432,Alysa,Harlow,Manhattan,2024-06-02,,,,,Absent,720
433,Eliz,Jennings,Manhattan,2024-07-21,56,9,11,36,Absent,300
434,Claris,Lamons,Manhattan,2024-08-04,,,,,Absent,75
435,Vina,Uhlig,Brooklyn,2024-07-21,,,,,Absent,720
436,Glendora,Hemminger,Manhattan,2024-08-11,114,23,59,32,Present,300
437,Nelly,Hardman,Manhattan,2024-07-07,,,,,Absent,300
438,Cinda,Hargett,Brooklyn,2024-08-04,,,,,Absent,75
439,Clarinda,Pett,Manhattan,2024-07-07,,,,,Absent,300
440,Aisha,Waller,Manhattan,2024-07-07,,,,,Absent,300
441,Carina,Maybee,Brooklyn,2024-06-23,278,34,31,,Present,720
442,Joanna,Savoy,Manhattan,2024-06-02,,,,,Absent,720
443,Kayleen,Watts,Manhattan,2024-06-23,,,,,Absent,720
444,Tobias,Wronski,Bronx,2024-06-30,,,,,Absent,75
445,Karrie,Gust,Manhattan,2024-07-07,383,48,63,,Present,720
446,Migdalia,Schimmel,Queens,2024-07-21,,,,,Absent,75
447,Markita,Morphis,Brooklyn,2024-07-28,49,15,5,13,Present,100
448,Sid,Welk,Brooklyn,2024-07-07,,,,,Absent,300
449,Iliana,Strauch,Manhattan,2024-05-19,216,70,60,86,Present,300
450,Tawana,Showers,Manhattan,2024-07-28,63.5,17.5,12.5,18,Present,100
451,Keren,Godbout,Manhattan,2024-07-21,261,55,10,,Present,720
452,Laureen,Wrinkle,Queens,2024-07-07,,,,,Absent,300
453,Grady,Kellogg,Brooklyn,2024-07-07,,,,,Absent,300
454,Ulrike,Gurley,Manhattan,2024-06-23,365,60,66,,Present,720
455,Gracie,Rawlings,Manhattan,2024-06-23,,,,,Absent,80
456,Margurite,Knebel,Brooklyn,2024-07-14,99,16,29,,Present,360
457,Claud,Lecompte,Brooklyn,2024-07-14,,,,,Absent,180
458,Cole,Vanhouten,Brooklyn,2024-08-04,,,,,Absent,300
459,Frances,Lloyd,Brooklyn,2024-06-02,,,,,Absent,720
460,Lakendra,Schlottmann,Brooklyn,2024-06-30,,,,,Absent,300
461,Rocky,Pridmore,Brooklyn,2024-05-19,239,48,44,,Present,360
462,Esmeralda,Platts,Brooklyn,2024-06-02,,,,,Absent,720
463,Rod,Kropf,Brooklyn,2024-08-25,,,,,Absent,300
464,Marilynn,Speer,Brooklyn,2024-07-21,73,15,16,42,Present,300
465,Ira,Melendez,Manhattan,2024-08-04,88,35,28,25,Present,300
466,Hae,Leininger,Manhattan,2024-08-24,429,27,55,,Present,720
467,Melita,Hiemstra,Manhattan,2024-08-24,675,165,160,,Present,720
468,Jacquetta,Baillargeon,Queens,2024-08-24,,,,,Absent,720
469,Lucio,Shahid,Brooklyn,2024-06-16,34,,,,Present,80
470,Travis,Hamlett,Manhattan,2024-08-04,,,,,Absent,300
471,Mariko,Lemoine,Brooklyn,2024-07-07,101,40,33,28,Present,300
472,Janina,Jennison,Brooklyn,2024-07-07,,,,,Absent,300
473,Marina,Ocon,Brooklyn,2024-05-26,,,,,Absent,360
474,Laurette,Crumpler,Manhattan,2024-06-30,,,,,Absent,720
475,Britteny,Frierson,Manhattan,2024-07-07,,,,,Absent,300
476,Kerri,Grizzle,Brooklyn,2024-06-09,,,,,Absent,75
477,Trudi,Deshazo,Manhattan,2024-08-24,,,,,Absent,180
478,Keitha,Muncy,Brooklyn,2024-08-24,191,22,20,,Present,720
479,Gerri,Gargano,Manhattan,2024-08-24,225,74,69,,Present,720
480,Lin,Veliz,Queens,2024-08-04,-2,-4,0,2,Present,198
481,Camelia,Drennen,Manhattan,2024-07-14,98,36,18,44,Present,180
482,Tatyana,Reeser,Brooklyn,2024-08-24,285,8,49,,Present,720
483,Felisa,Campo,Manhattan,2024-06-23,527,80,112,,Present,720
484,Tyler,Frandsen,Brooklyn,2024-06-23,522,62,140,,Present,720
485,Mickey,Warfield,Manhattan,2024-06-30,461,103,98,,Present,720
486,Buster,Defilippo,Brooklyn,2024-06-30,,,,,Absent,720
487,Lorine,Mchargue,Brooklyn,2024-06-30,76,39,8,29,Present,300
488,Alpha,Wicker,Manhattan,2024-07-21,,,,,Absent,720
489,Alesha,Borey,Manhattan,2024-08-24,,,,,Absent,180
490,Pattie,Remo,Brooklyn,2024-08-11,360,29,55,,Present,720
491,Yang,Granillo,Manhattan,2024-08-11,,,,,Absent,720
492,Lynn,Sax,Manhattan,2024-08-24,40,7,9,13,Present,75
493,Rosio,Hoard,Manhattan,2024-08-24,,,,,Absent,720
494,Cherri,Jasinski,Brooklyn,2024-08-24,360,27,124,,Present,720
495,Phoebe,Plotner,Bronx,2024-08-11,343,49,74,,Present,720
496,Silas,Selvy,Brooklyn,2024-08-11,326,70,16,,Present,720
497,Georgette,Chism,Brooklyn,2024-07-28,,,,,Absent,720
498,Lakiesha,Hightower,Manhattan,2024-08-11,38,27,-12,,Present,720
499,Tona,Koss,Brooklyn,2024-08-04,,,,,Absent,198
500,Lorette,Rotondo,Manhattan,2024-08-04,,,,,Absent,300
501,Lorinda,Bethke,Manhattan,2024-08-04,8,6,5,-3,Present,300
502,Arlen,Clinard,Manhattan,2024-07-21,125,70,16,39,Present,300
503,Lesley,Lipton,Manhattan,2024-07-28,,,,,Absent,300
504,Rosanne,Mayers,Brooklyn,2024-07-28,431,74,94,,Present,720
505,Selina,Leffler,Manhattan,2024-08-04,,,,,Absent,720
506,Milford,Sang,Brooklyn,2024-08-04,,,,,Absent,720
507,Geraldine,Crimmins,Manhattan,2024-08-04,277,60,49,,Present,720
508,Veta,Crochet,Brooklyn,2024-07-14,,,,,Absent,180
509,Haley,Warwick,Manhattan,2024-07-21,,,,,Absent,75
510,Dulcie,Wehmeyer,Brooklyn,2024-07-21,109,49,25,35,Present,300
511,Hallie,Swiger,Brooklyn,2024-08-24,317,32,61,,Present,720
512,Reyna,Bourgault,Manhattan,2024-08-25,,,,,Absent,
513,Lynda,Payan,Manhattan,2024-07-21,52,22,10,20,Present,180
514,Stephaine,Coulter,Manhattan,2024-07-07,60,23,21,16,Present,300
515,Fatima,Seaton,Manhattan,2024-07-07,-10,-6,2,-6,Present,300
516,Deeann,Balboa,Queens,2024-05-26,118,19,22,,Present,360
517,Jacquelyne,Knipe,Queens,2024-07-28,362,56,39,,Present,720
518,Migdalia,Killingsworth,Manhattan,2024-10-06,,,,,Absent,
519,Silas,Elfrink,Manhattan,2024-10-06,,,,,Absent,
520,Su,Mcmillin,Manhattan,2024-08-24,,,,,Absent,75
521,Charlesetta,Sillman,Bronx,2024-06-16,,,,,Absent,300
522,Sandee,Hanna,Brooklyn,2024-08-04,,,,,Absent,144
523,Manual,Steil,Brooklyn,2024-07-28,,,,,Absent,300
524,Delmer,Zielinski,Manhattan,2024-07-28,555,84,150,,Present,720
525,Alla,Cann,Brooklyn,2024-06-02,,,,,Absent,720
526,Nena,Sarabia,Manhattan,2024-07-28,173,9,18,,Present,720
527,Sebastian,Harn,Brooklyn,2024-08-04,,,,,Absent,75
528,Consuela,Aikins,Brooklyn,2024-08-11,53,7,30,16,Present,300
529,Alissa,Chambers,Manhattan,2024-07-21,,,,,Absent,720
530,Hilary,Seabrooks,Manhattan,2024-07-21,172,54,59,59,Absent,300
531,Eufemia,Rossetti,Manhattan,2024-07-21,,,,,Absent,720
532,John,Belmont,Brooklyn,2024-08-04,,,,,Absent,198
533,Mona,Mazzoni,Brooklyn,2024-08-11,272,44,32,,Present,720
534,Sonya,Molnar,Manhattan,2024-06-02,,,,,Absent,720
535,Ozell,Weir,Brooklyn,2024-07-21,406,54,25,,Present,720
536,Sanford,Dungy,Brooklyn,2024-06-23,557,134,110,,Present,720
537,Vito,Mackin,Brooklyn,2024-07-07,,,,,Absent,300
538,Evelina,Tallon,Manhattan,2024-07-14,35,17,2,,Present,360
539,Paulene,Gobeil,Manhattan,2024-07-14,50,11,0,,Present,360
540,Angla,Hartzler,Brooklyn,2024-06-23,,,,,Absent,720
541,Bulah,Wark,Queens,2024-07-07,,,,,Absent,300
